pid,query_number,id,cost_SC,cost_input,cost_SC_experiments,cost_input_experiments,cost_SC_difference,cost_input_difference,time_SC,time_input,time_SC_experiment,time_input_experiment,time _SC_difference,time_input_difference,SC_better_time_sc_data,SC_better_time_experiment_data,performance_difference
534,1,534-1,11845.82,13385.21,6722.28,8261.66,5123.54,5123.55,116.235,224.42,100.7674,231.9696,15.4676,-7.5496,1,1,significant
534,3,534-3,3005.39,151427.91,3005.39,286744.31,0,-135316.4,171.116,4925.264,179.7844,4750.59,-8.6684,174.674,1,1,significant
534,4,534-4,3005.39,151427.91,3005.39,283313.02,0,-131885.11,169.481,5074.751,175.7546,5113.8196,-6.2736,-39.0686,1,1,significant
534,10,534-10,3005.39,151427.91,3005.39,283313.02,0,-131885.11,175.834,4972.149,177.2406,5108.964,-1.4066,-136.815,1,1,significant
534,11,534-11,3005.39,151427.91,3005.39,286744.31,0,-135316.4,177.224,4855.963,176.7438,4765.2844,0.4802,90.6786,1,1,significant
534,65,534-65,3005.39,151427.91,3005.39,283313.02,0,-131885.11,166.083,5165.433,176.2126,5133.0018,-10.1296,32.4312,1,1,significant
534,66,534-66,3005.39,151427.91,3005.39,283313.02,0,-131885.11,162.019,5081.965,175.6286,5131.4598,-13.6096,-49.4948,1,1,significant
534,67,534-67,3005.39,151427.91,3005.39,283313.02,0,-131885.11,166.562,5060.074,183.1976,5131.0542,-16.6356,-70.9802,1,1,significant
534,71,534-71,11845.82,21400.64,6722.28,16277.1,5123.54,5123.54,119.659,147.99,99.6522,144.8612,20.0068,3.1288,1,1,significant
534,81,534-81,3005.39,151427.91,3005.39,283313.02,0,-131885.11,165.862,5145.584,177.1182,5131.6008,-11.2562,13.9832,1,1,significant
534,82,534-82,3005.39,151427.91,3005.39,283313.02,0,-131885.11,159.749,4982.83,185.2426,5115.4482,-25.4936,-132.6182,1,1,significant
534,85,534-85,3005.39,151427.91,3005.39,286744.31,0,-135316.4,184.737,5085.25,176.1802,4734.868,8.5568,350.382,1,1,significant
534,90,534-90,3005.39,344123.43,3005.39,285477.02,0,58646.41,163.831,4286.635,178.8546,8547.7276,-15.0236,-4261.0926,1,1,significant
534,93,534-93,3005.39,151427.91,3005.39,283313.02,0,-131885.11,174.305,4869.365,174.0498,5098.241,0.2552,-228.876,1,1,significant
534,95,534-95,3005.39,151427.91,3005.39,283313.02,0,-131885.11,184.184,5131.665,174.5426,5129.3786,9.6414,2.2864,1,1,significant
534,100,534-100,3005.39,151427.91,3005.39,283313.02,0,-131885.11,160,5005.336,176.5398,5140.0554,-16.5398,-134.7194,1,1,significant
534,105,534-105,3005.39,151427.91,3005.39,283313.02,0,-131885.11,175.348,4649.068,175.4622,5136.4498,-0.1142,-487.3818,1,1,significant
534,112,534-112,3005.39,810144.77,3005.39,748113.53,0,62031.24,159.541,4463.415,176.9374,4885.8486,-17.3964,-422.4336,1,1,significant
534,113,534-113,3005.39,151427.91,3005.39,286744.31,0,-135316.4,170.123,5048.823,175.8072,4739.791,-5.6842,309.032,1,1,significant
534,115,534-115,3005.39,151427.91,3005.39,283313.02,0,-131885.11,162.832,4978.859,177.9626,5185.5096,-15.1306,-206.6506,1,1,significant
534,116,534-116,3005.39,151427.91,3005.39,283313.02,0,-131885.11,158.888,5054.783,176.502,5211.293,-17.614,-156.51,1,1,significant
534,117,534-117,3005.39,151427.91,3005.39,286744.31,0,-135316.4,166.204,4904.735,175.2494,4731.0148,-9.0454,173.7202,1,1,significant
534,123,534-123,3192.89,3355.39,3192.89,3355.39,0,0,244.714,180.401,257.5908,197.9498,-12.8768,-17.5488,0,0,not significant
534,136,534-136,3005.39,151427.91,3005.39,286744.31,0,-135316.4,178.149,5249.668,178.8008,4726.592,-0.6518,523.076,1,1,significant
534,163,534-163,11845.82,19402.43,6722.28,14278.89,5123.54,5123.54,176.967,254.914,99.6216,136.0682,77.3454,118.8458,1,1,significant
534,212,534-212,3005.39,151427.91,3005.39,283313.02,0,-131885.11,169.782,4938.433,177.4926,5191.245,-7.7106,-252.812,1,1,significant
534,213,534-213,3005.39,151427.91,3005.39,285477.02,0,-134049.11,171.24,4805.164,176.8354,8394.833,-5.5954,-3589.669,1,1,significant
534,215,534-215,3005.39,435347.93,3005.39,291644.31,0,143703.62,178.563,4773.135,180.8386,4735.5912,-2.2756,37.5438,1,1,significant
1364,10,1364-10,27412.07,166038.23,27369.83,166031.23,42.24,7,855.153,1849.903,219.9722,1160.1376,635.1808,689.7654,1,1,significant
1364,15,1364-15,29699.06,197046.48,29679.44,197046.48,19.62,0,1262.6205,1199.486,1034.0162,1201.9314,228.6043,-2.4454,0,1,significant
1364,43,1364-43,79756.27,203607.18,78696.15,203547.71,1060.12,59.47,882.231,1687.4755,142.3438,863.0256,739.8872,824.4499,1,1,significant
1364,188,1364-188,76599.1,149350.5,75585.47,149168.73,1013.63,181.77,860.4455,1212.2285,142.3828,889.218,718.0627,323.0105,1,1,significant
1364,204,1364-204,29845.81,197193.23,29819.19,197186.23,26.62,7,1242.214,1900.241,1018.856,1191.462,223.358,708.779,1,1,significant
1364,228,1364-228,32163.1,203607.18,31765.25,203547.71,397.85,59.47,920.3885,1992.6575,215.2212,1312.6552,705.1673,680.0023,1,1,significant
1364,233,1364-233,79756.27,203607.18,78696.15,203547.71,1060.12,59.47,860.8045,1712.989,142.4802,854.342,718.3243,858.647,1,1,significant
1303,14,1303-14,770057.29,1687746.31,770057.29,1683866.79,0,3879.52,2874.9345,6248.056,4144.258,4104.9238,-1269.3235,2143.1322,1,0,not significant
1303,15,1303-15,12064.92,12236.93,12064.92,12236.93,0,0,102.296,92.8805,93.6316,86.332,8.6644,6.5485,0,0,not significant
1303,23,1303-23,11497.82,20052.64,11497.82,20052.64,0,0,80.665,124.2,78.0738,128.7186,2.5912,-4.5186,1,1,significant
1303,32,1303-32,11497.82,20052.64,11497.82,20052.64,0,0,78.6045,122.1265,85.6364,125.7054,-7.0319,-3.5789,1,1,significant
1303,35,1303-35,11497.82,13355.11,11497.82,13355.11,0,0,82.0145,99.2745,76.9268,93.0542,5.0877,6.2203,1,1,significant
1303,37,1303-37,12064.92,12236.93,12064.92,12236.93,0,0,98.1015,91.344,93.9698,84.9444,4.1317,6.3996,0,0,not significant
1303,41,1303-41,12064.92,12236.93,12064.92,12236.93,0,0,96.087,92.609,93.9048,88.1062,2.1822,4.5028,0,0,not significant
1303,72,1303-72,12064.92,12236.93,12064.92,12236.93,0,0,98.4165,90.294,94.5222,88.4556,3.8943,1.8384,0,0,not significant
1303,82,1303-82,12064.92,12236.93,12064.92,12236.93,0,0,99.993,90.456,94.4908,87.6826,5.5022,2.7734,0,0,not significant
1303,86,1303-86,12064.92,20619.75,12064.92,20619.75,0,0,101.4145,138.6805,94.3884,136.6316,7.0261,2.0489,1,1,significant
1303,88,1303-88,11497.82,19880.63,11497.82,19880.63,0,0,78.5855,130.371,78.4758,136.082,0.1097,-5.711,1,1,significant
1303,90,1303-90,12064.92,12236.93,12064.92,12236.93,0,0,97.9885,92.136,93.9892,85.706,3.9993,6.43,0,0,not significant
1303,91,1303-91,12064.92,12236.93,12064.92,12236.93,0,0,103.841,92.511,93.4952,86.207,10.3458,6.304,0,0,not significant
1303,95,1303-95,12064.92,12236.93,12064.92,12236.93,0,0,101.6405,93.0745,93.1154,87.789,8.5251,5.2855,0,0,not significant
1303,106,1303-106,12064.92,12236.93,12064.92,12236.93,0,0,98.3,94.1555,94.4526,88.326,3.8474,5.8295,0,0,not significant
1303,107,1303-107,12064.92,12236.93,12064.92,12236.93,0,0,102.827,91.612,93.437,95.4462,9.39,-3.8342,0,1,not significant
1303,115,1303-115,770057.29,1687746.31,770057.29,1683866.79,0,3879.52,2850.172,6176.4455,4157.5036,4096.3718,-1307.3316,2080.0737,1,0,not significant
1303,116,1303-116,771957.4,1842104.17,770217.68,1837700.01,1739.72,4404.16,2939.9185,6275.142,4219.7492,5661.7372,-1279.8307,613.4048,1,1,significant
1303,157,1303-157,12064.92,12236.93,12064.92,12236.93,0,0,99.1225,90.894,93.5542,85.0148,5.5683,5.8792,0,0,not significant
1303,159,1303-159,12064.92,12236.93,12064.92,12236.93,0,0,101.3735,93.868,93.1038,85.9012,8.2697,7.9668,0,0,not significant
1126,2,1126-2,7845.34,10896.82,12952.99,16004.48,-5107.65,-5107.66,180.2545,148.3735,276.0368,250.0504,-95.7823,-101.6769,0,0,not significant
1126,8,1126-8,4082.45,6674.03,4258.46,6850.04,-176.01,-176.01,82.524,107.8195,79.7466,126.3508,2.7774,-18.5313,1,1,significant
1126,10,1126-10,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,81.2155,104.395,77.6134,126.8406,3.6021,-22.4456,1,1,significant
1126,13,1126-13,7845.34,10892.66,12952.99,16000.32,-5107.65,-5107.66,197.9265,143.2665,275.332,250.7256,-77.4055,-107.4591,0,0,not significant
1126,17,1126-17,4082.45,6673.94,4258.46,6849.95,-176.01,-176.01,81.0925,107.7645,76.8362,125.9452,4.2563,-18.1807,1,1,significant
1126,40,1126-40,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.3415,107.673,77.1516,136.3284,5.1899,-28.6554,1,1,significant
1126,46,1126-46,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,81.173,110.127,76.5268,134.1494,4.6462,-24.0224,1,1,significant
1126,52,1126-52,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,81.0065,105.7695,76.9876,127.8608,4.0189,-22.0913,1,1,significant
1126,56,1126-56,4082.45,6673.94,4258.46,6849.95,-176.01,-176.01,81.12,107.397,76.7176,125.142,4.4024,-17.745,1,1,significant
1126,58,1126-58,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,83.8275,105.977,76.2338,125.0024,7.5937,-19.0254,1,1,significant
1126,60,1126-60,4082.45,6674.03,4258.46,6850.04,-176.01,-176.01,81.6895,108.8495,76.4628,125.5328,5.2267,-16.6833,1,1,significant
1126,135,1126-135,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,83.171,106.033,79.8608,125.3914,3.3102,-19.3584,1,1,significant
1126,138,1126-138,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.6955,106.6895,78.5234,125.7788,4.1721,-19.0893,1,1,significant
1126,178,1126-178,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.5855,105.8385,78.5788,125.9594,4.0067,-20.1209,1,1,significant
1126,188,1126-188,7845.34,10892.66,12952.99,16000.32,-5107.65,-5107.66,186.064,155.987,282.8302,250.8932,-96.7662,-94.9062,0,0,not significant
1126,190,1126-190,7845.34,10892.66,12952.99,16000.32,-5107.65,-5107.66,198.621,144.582,279.996,245.4088,-81.375,-100.8268,0,0,not significant
1126,196,1126-196,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.074,108.969,78.7992,126.3734,3.2748,-17.4044,1,1,significant
1126,197,1126-197,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,81.3615,107.8365,78.2852,124.0626,3.0763,-16.2261,1,1,significant
1126,198,1126-198,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.1215,109.8335,78.8766,124.1446,3.2449,-14.3111,1,1,significant
1126,200,1126-200,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,81.6355,106.5165,77.6018,124.2256,4.0337,-17.7091,1,1,significant
1126,203,1126-203,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,83.543,105.8255,78.0194,125.9592,5.5236,-20.1337,1,1,significant
1126,204,1126-204,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,83.1325,106.834,77.4572,124.4342,5.6753,-17.6002,1,1,significant
1126,214,1126-214,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,80.7175,110.271,78.8548,125.3248,1.8627,-15.0538,1,1,significant
1126,239,1126-239,4082.45,6674.03,4258.46,6850.04,-176.01,-176.01,81.918,106.5835,79.2136,127.3672,2.7044,-20.7837,1,1,significant
1126,241,1126-241,4082.45,6674.03,4258.46,6850.04,-176.01,-176.01,82.8835,106.3545,75.597,127.7308,7.2865,-21.3763,1,1,significant
1126,243,1126-243,4082.45,6674.03,4258.46,6850.04,-176.01,-176.01,81.8565,106.122,77.5856,127.5552,4.2709,-21.4332,1,1,significant
1126,248,1126-248,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.1375,105.6135,79.2074,125.9338,2.9301,-20.3203,1,1,significant
1126,251,1126-251,4082.45,6669.87,4258.46,6845.88,-176.01,-176.01,82.551,106.3625,77.7444,125.391,4.8066,-19.0285,1,1,significant
1308,2,1308-2,12040.82,23396.64,6858.54,12171.94,5182.28,11224.7,201.277,393.873,109.0064,256.4274,92.2706,137.4456,1,1,significant
1308,3,1308-3,12040.82,79243572.37,6858.54,62541952.09,5182.28,16701620.28,189.466,1381286.315,107.8954,1226568.091,81.5706,154718.224,1,1,significant
1308,4,1308-4,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,203.507,258.667,103.9496,113.3644,99.5574,145.3026,1,1,significant
1308,11,1308-11,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,194.199,1452075.08,104.0984,1225217.429,90.1006,226857.651,1,1,significant
1308,13,1308-13,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,201.145,1411545.934,114.316,1227589.425,86.829,183956.509,1,1,significant
1308,14,1308-14,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,195.832,1444825.247,107.9624,1225100.909,87.8696,219724.338,1,1,significant
1308,22,1308-22,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,267.936,278.579,157.8426,124.5356,110.0934,154.0434,1,0,not significant
1308,23,1308-23,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,291.654,276.268,158.3426,139.6762,133.3114,136.5918,0,0,not significant
1308,25,1308-25,12290.82,12550.2,7108.54,6615.9,5182.28,5934.3,232.016,242.396,109.2056,100.4722,122.8104,141.9238,1,0,not significant
1308,30,1308-30,17725.54,19891.5,8527.24,15219.33,9198.3,4672.17,287.004,267.309,279.7118,223.2154,7.2922,44.0936,0,0,not significant
1308,33,1308-33,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,204.537,224.061,103.3096,115.2134,101.2274,108.8476,1,1,significant
1308,35,1308-35,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,199.802,220.999,104.2918,113.2128,95.5102,107.7862,1,1,significant
1308,47,1308-47,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,198.014,242.618,103.5726,100.9828,94.4414,141.6352,1,0,not significant
1308,52,1308-52,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,202.762,222.197,103.542,112.0204,99.22,110.1766,1,1,significant
1308,54,1308-54,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,195.989,229.171,104.5594,113.9358,91.4296,115.2352,1,1,significant
1308,55,1308-55,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,216.656,283.695,157.687,140.637,58.969,143.058,1,0,not significant
1308,77,1308-77,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,268.667,277.225,158.886,123.4198,109.781,153.8052,1,0,not significant
1308,85,1308-85,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,190.262,1146157.859,103.4946,1220206.09,86.7674,-74048.231,1,1,significant
1308,88,1308-88,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,197.945,1509505.213,105.6374,1219179.057,92.3076,290326.156,1,1,significant
1308,99,1308-99,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,197.719,245.134,103.414,114.7098,94.305,130.4242,1,1,significant
1308,103,1308-103,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,301.674,282.371,156.6368,140.4166,145.0372,141.9544,0,0,not significant
1308,121,1308-121,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,189.373,1420884.449,104.0644,1227468.048,85.3086,193416.401,1,1,significant
1308,122,1308-122,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,197.16,1510146.913,105.1034,1229272.194,92.0566,280874.719,1,1,significant
1308,138,1308-138,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,200.252,1464765.013,104.3198,1230000.913,95.9322,234764.1,1,1,significant
1308,170,1308-170,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,199.122,264.875,104.4116,114.4736,94.7104,150.4014,1,1,significant
1308,191,1308-191,12290.82,12550.2,7108.54,6615.9,5182.28,5934.3,226.337,249.558,102.4028,112.7964,123.9342,136.7616,1,1,significant
1308,202,1308-202,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,201.885,238.478,103.2744,113.262,98.6106,125.216,1,1,significant
1308,214,1308-214,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,190.101,198.866,103.0612,100.793,87.0398,98.073,1,0,not significant
1308,219,1308-219,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,308.847,284.497,157.918,139.9224,150.929,144.5746,0,0,not significant
1308,249,1308-249,12040.82,12330.28,6858.54,6489.98,5182.28,5840.3,258.592,257.471,104.6348,114.0038,153.9572,143.4672,0,1,significant
1308,254,1308-254,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,260.831,243.757,156.246,139.4886,104.585,104.2684,0,0,not significant
1308,255,1308-255,13979.7,14339.66,7434.38,7747.34,6545.32,6592.32,273.688,283.648,156.9902,137.7004,116.6978,145.9476,1,0,not significant
1308,258,1308-258,12040.82,13040.82,6858.54,7858.54,5182.28,5182.28,196.435,218.47,104.8274,110.1072,91.6076,108.3628,1,1,significant
1308,283,1308-283,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,208.794,1504794.095,103.7664,1220071.295,105.0276,284722.8,1,1,significant
1308,294,1308-294,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,202.77,1518881.286,102.5972,1229905.05,100.1728,288976.236,1,1,significant
1308,307,1308-307,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,248.788,1233123.482,102.5252,1231126.79,146.2628,1996.692,1,1,significant
1308,309,1308-309,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,197.022,1463035.964,104.7582,1224322.25,92.2638,238713.714,1,1,significant
1308,311,1308-311,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,198.728,1135219.666,102.3484,1229403.99,96.3796,-94184.324,1,1,significant
1308,314,1308-314,12040.82,79233662.35,6858.54,62537514.61,5182.28,16696147.74,233.644,1216375.528,101.074,1220312.66,132.57,-3937.132,1,1,significant
,,Median,3283.5,10887.34,3283.5,10827.77,0,0,81.0065,116.0645,76.5268,125.5328,4.2563,3.556,,,
,,Avg,12364.78409,3093286.362,11796.7,2455367.457,568.0840874,637918.905,129.6303496,54022.67093,117.6584931,47774.35973,11.97185656,6248.311197,,,
